_fid;gmn;name;bezirk;geom;coordinate_reference_system
APP_GEMARKUNGEN_29890;0101;Altstadt Nord;1;MULTIPOLYGON (((10.007185 53.545720,10.007153 53.545631,10.007141 53.545599,10.007045 53.545333,10.005036 53.546020,10.001878 53.547024,10.001797 53.547122,10.001749 53.547180,10.001748 53.547182,10.001687 53.547180,10.001687 53.547179,10.001579 53.547176,10.001579 53.547178,10.001571 53.547177,10.001021 53.547163,10.000983 53.547201,10.000952 53.547231,10.000936 53.547247,10.000132 53.547416,10.000640 53.547788,10.000655 53.547789,10.000671 53.547790,10.000686 53.547791,10.000700 53.547794,10.000715 53.547797,10.000728 53.547801,10.000741 53.547806,10.000754 53.547811,10.000765 53.547817,10.000776 53.547824,10.000786 53.547831,10.000860 53.547889,10.000861 53.547890,10.000862 53.547892,10.000864 53.547893,10.000864 53.547894,10.000865 53.547896,10.000866 53.547897,10.000866 53.547899,10.000866 53.547900,10.000866 53.547902,10.000865 53.547903,10.000865 53.547905,10.000864 53.547906,10.000863 53.547908,10.000861 53.547909,10.000860 53.547910,10.000858 53.547912,10.000857 53.547913,10.000855 53.547914,10.000853 53.547915,10.000851 53.547915,10.000848 53.547916,10.000846 53.547917,10.000350 53.548023,10.000434 53.548144,10.000393 53.548158,10.000169 53.548231,10.000053 53.548273,10.000053 53.548274,10.000052 53.548274,9.999943 53.548313,9.999944 53.548314,9.999940 53.548315,9.999887 53.548333,9.999889 53.548338,9.999653 53.548380,9.999618 53.548409,9.999391 53.548412,9.999351 53.548416,9.999312 53.548420,9.999272 53.548424,9.999224 53.548428,9.999177 53.548431,9.999129 53.548435,9.999090 53.548437,9.999050 53.548440,9.999011 53.548442,9.998978 53.548444,9.998945 53.548445,9.998912 53.548446,9.998866 53.548448,9.998821 53.548449,9.998775 53.548450,9.998739 53.548450,9.998703 53.548450,9.998667 53.548450,9.998440 53.548451,9.998438 53.548438,9.998403 53.548420,9.998080 53.548429,9.997960 53.548432,9.997825 53.548436,9.997687 53.548440,9.997484 53.548446,9.997322 53.548451,9.997293 53.548472,9.996929 53.548463,9.996496 53.548476,9.996235 53.548494,9.996191 53.548497,9.995894 53.548517,9.995820 53.548522,9.995554 53.548540,9.995387 53.548551,9.995347 53.548554,9.994610 53.548604,9.994574 53.548630,9.994561 53.548631,9.994411 53.548590,9.994243 53.548595,9.994243 53.548595,9.994241 53.548594,9.994223 53.548584,9.994212 53.548578,9.994210 53.548578,9.993918 53.548597,9.993793 53.548613,9.993792 53.548613,9.993644 53.548617,9.993584 53.548624,9.993418 53.548641,9.993186 53.548664,9.993168 53.548666,9.993162 53.548667,9.992734 53.548707,9.992596 53.548573,9.992297 53.548271,9.992284 53.548276,9.992168 53.548328,9.991988 53.548477,9.991904 53.548545,9.991901 53.548548,9.991821 53.548614,9.991741 53.548680,9.991741 53.548681,9.991661 53.548747,9.991661 53.548746,9.991581 53.548813,9.991564 53.548828,9.991487 53.548894,9.991485 53.548895,9.991433 53.548940,9.991335 53.548898,9.991109 53.548991,9.991008 53.548947,9.990573 53.549103,9.990573 53.549104,9.990467 53.549141,9.990450 53.549147,9.990398 53.549142,9.990315 53.549092,9.990182 53.549023,9.989944 53.548930,9.989806 53.548882,9.989731 53.548857,9.989653 53.548836,9.989595 53.548823,9.989538 53.548811,9.989412 53.548790,9.989287 53.548775,9.989269 53.548772,9.989270 53.548777,9.989213 53.548772,9.989188 53.548771,9.989117 53.548764,9.989093 53.548760,9.989026 53.548753,9.989025 53.548749,9.988793 53.548748,9.988571 53.548749,9.988484 53.548755,9.988296 53.548777,9.988160 53.548795,9.988038 53.548824,9.987909 53.548866,9.987916 53.548874,9.988030 53.548998,9.988033 53.549002,9.987883 53.549086,9.987763 53.549153,9.987646 53.549098,9.987528 53.549044,9.987485 53.549081,9.987485 53.549081,9.987489 53.549083,9.987427 53.549133,9.987334 53.549207,9.987130 53.549372,9.987130 53.549371,9.987132 53.549371,9.986893 53.549565,9.987043 53.549587,9.989592 53.550613,9.989745 53.550674,9.991822 53.551510,9.992041 53.551597,9.992131 53.551631,9.993714 53.552161,9.994311 53.552434,9.997216 53.556791,9.997365 53.556988,9.997469 53.557125,9.997633 53.557081,9.997713 53.557060,9.997794 53.557040,9.997875 53.557021,9.997891 53.557042,9.997969 53.557025,9.998207 53.556977,9.998527 53.556927,9.998604 53.556919,9.999882 53.556847,10.000065 53.556842,10.000078 53.556842,10.000352 53.556837,10.000827 53.556828,10.000879 53.556826,10.000931 53.556822,10.000982 53.556816,10.001032 53.556807,10.001048 53.556804,10.001063 53.556800,10.001077 53.556795,10.001090 53.556789,10.001103 53.556783,10.001115 53.556776,10.001126 53.556769,10.001138 53.556766,10.001134 53.556759,10.001132 53.556759,10.001130 53.556754,10.001129 53.556750,10.001129 53.556745,10.001129 53.556740,10.001130 53.556736,10.001132 53.556731,10.001134 53.556727,10.001137 53.556722,10.001141 53.556718,10.001145 53.556714,10.001149 53.556710,10.001155 53.556707,10.001161 53.556704,10.001167 53.556701,10.001173 53.556698,10.001180 53.556696,10.001188 53.556694,10.001195 53.556692,10.001203 53.556691,10.001203 53.556693,10.001207 53.556692,10.001208 53.556694,10.001241 53.556688,10.001241 53.556687,10.001244 53.556686,10.001241 53.556679,10.001653 53.556614,10.001656 53.556613,10.001658 53.556616,10.001659 53.556620,10.001663 53.556619,10.001663 53.556621,10.001697 53.556615,10.001697 53.556614,10.001700 53.556613,10.002062 53.556543,10.002340 53.556481,10.002354 53.556478,10.002462 53.556454,10.002959 53.556343,10.003183 53.556290,10.003457 53.556218,10.003675 53.556155,10.003888 53.556087,10.004108 53.556008,10.004401 53.555882,10.004759 53.555708,10.004839 53.555757,10.004843 53.555755,10.004858 53.555747,10.004867 53.555753,10.004900 53.555735,10.004889 53.555728,10.005031 53.555649,10.005036 53.555646,10.005132 53.555590,10.005143 53.555583,10.005235 53.555528,10.005249 53.555519,10.005331 53.555470,10.005342 53.555476,10.005353 53.555469,10.005342 53.555463,10.005344 53.555461,10.005367 53.555447,10.005479 53.555373,10.005511 53.555353,10.005664 53.555249,10.005770 53.555176,10.005782 53.555168,10.005832 53.555157,10.005837 53.555153,10.005907 53.555189,10.006123 53.555039,10.006039 53.554994,10.006205 53.554876,10.006175 53.554872,10.006449 53.554681,10.006475 53.554663,10.006333 53.554647,10.006013 53.554610,10.006010 53.554610,10.006564 53.554292,10.006684 53.554218,10.006795 53.554140,10.006897 53.554058,10.007197 53.554114,10.007293 53.554020,10.007307 53.554006,10.007325 53.553989,10.007352 53.553944,10.007397 53.553874,10.007422 53.553834,10.007414 53.553823,10.007369 53.553813,10.007399 53.553764,10.007389 53.553761,10.007397 53.553747,10.007392 53.553745,10.007404 53.553725,10.007465 53.553739,10.007488 53.553733,10.007555 53.553627,10.007551 53.553622,10.007545 53.553613,10.007484 53.553599,10.007496 53.553579,10.007502 53.553580,10.007514 53.553561,10.007523 53.553559,10.007531 53.553547,10.007522 53.553535,10.007502 53.553531,10.007486 53.553535,10.007474 53.553532,10.007551 53.553408,10.007566 53.553412,10.007569 53.553406,10.007574 53.553407,10.007593 53.553379,10.007603 53.553361,10.007631 53.553311,10.007656 53.553264,10.007652 53.553263,10.007654 53.553258,10.007640 53.553255,10.007750 53.553051,10.007774 53.553006,10.007746 53.552971,10.007673 53.552957,10.007868 53.552526,10.007985 53.552543,10.007994 53.552539,10.008008 53.552505,10.008049 53.552401,10.008066 53.552355,10.008123 53.552203,10.008117 53.552197,10.008066 53.552190,10.007984 53.552179,10.008012 53.552100,10.008033 53.552038,10.008061 53.551959,10.008079 53.551880,10.008081 53.551871,10.008207 53.551886,10.008224 53.551851,10.008245 53.551807,10.008274 53.551746,10.008289 53.551715,10.008316 53.551665,10.008318 53.551659,10.008382 53.551520,10.008623 53.551200,10.008725 53.551059,10.008761 53.550927,10.008870 53.550850,10.008961 53.550789,10.008971 53.550783,10.008987 53.550774,10.009272 53.550618,10.008698 53.550513,10.008186 53.550419,10.008229 53.550379,10.008245 53.550364,10.008257 53.550352,10.008391 53.550225,10.008631 53.549998,10.007524 53.549584,10.007511 53.549579,10.007517 53.549452,10.007601 53.549141,10.007594 53.549138,10.007533 53.549115,10.007574 53.548971,10.007587 53.548940,10.007653 53.548798,10.007727 53.548657,10.007810 53.548518,10.007829 53.548488,10.007849 53.548458,10.007869 53.548428,10.007926 53.548349,10.007990 53.548272,10.008060 53.548197,10.008086 53.548172,10.008090 53.548174,10.008117 53.548149,10.008112 53.548137,10.008104 53.548138,10.007347 53.548150,10.007372 53.547971,10.007388 53.547792,10.007393 53.547612,10.007980 53.547601,10.008016 53.547410,10.008028 53.547217,10.008018 53.547024,10.007984 53.546833,10.007855 53.546377,10.007746 53.546409,10.007630 53.546143,10.007628 53.546139,10.007621 53.546122,10.007587 53.546044,10.007580 53.546026,10.007546 53.545948,10.007538 53.545931,10.007536 53.545926,10.007517 53.545929,10.007272 53.545960,10.007212 53.545794,10.007197 53.545752,10.007185 53.545720)));EPSG:4326
APP_GEMARKUNGEN_29891;0102;Altstadt Süd;1;MULTIPOLYGON (((9.981204 53.541829,9.982421 53.543689,9.982179 53.543837,9.982168 53.543844,9.982117 53.543875,9.982336 53.544002,9.982412 53.544038,9.982847 53.544208,9.983036 53.544266,9.983173 53.544314,9.983179 53.544316,9.983184 53.544318,9.983189 53.544321,9.983193 53.544324,9.983197 53.544327,9.983201 53.544330,9.983204 53.544334,9.983206 53.544337,9.983209 53.544341,9.983210 53.544345,9.983211 53.544349,9.983212 53.544352,9.983212 53.544356,9.983200 53.544501,9.983116 53.544954,9.983079 53.545151,9.983057 53.545268,9.983048 53.545319,9.983179 53.545329,9.983195 53.545330,9.983209 53.545331,9.983245 53.545528,9.983243 53.545529,9.983159 53.545547,9.983172 53.545619,9.983174 53.545626,9.983206 53.545807,9.983210 53.545829,9.983295 53.545817,9.983322 53.545967,9.983363 53.545965,9.983437 53.546370,9.983446 53.546411,9.983459 53.546451,9.983474 53.546491,9.983499 53.546545,9.983530 53.546597,9.983566 53.546648,9.984268 53.547557,9.984330 53.547637,9.984371 53.547662,9.984613 53.547805,9.984694 53.547911,9.984966 53.548267,9.984969 53.548271,9.985041 53.548364,9.985091 53.548350,9.985245 53.548472,9.985381 53.548601,9.985498 53.548736,9.985508 53.548749,9.985529 53.548743,9.985545 53.548764,9.985731 53.549004,9.985868 53.549165,9.985899 53.549204,9.986181 53.549326,9.986155 53.549348,9.986333 53.549425,9.986713 53.549593,9.986811 53.549632,9.986893 53.549565,9.987132 53.549371,9.987130 53.549371,9.987130 53.549372,9.987334 53.549207,9.987427 53.549133,9.987489 53.549083,9.987485 53.549081,9.987485 53.549081,9.987528 53.549044,9.987646 53.549098,9.987763 53.549153,9.987883 53.549086,9.988033 53.549002,9.988030 53.548998,9.987916 53.548874,9.987909 53.548866,9.988038 53.548824,9.988160 53.548795,9.988296 53.548777,9.988484 53.548755,9.988571 53.548749,9.988793 53.548748,9.989025 53.548749,9.989026 53.548753,9.989093 53.548760,9.989117 53.548764,9.989188 53.548771,9.989213 53.548772,9.989270 53.548777,9.989269 53.548772,9.989287 53.548775,9.989412 53.548790,9.989538 53.548811,9.989595 53.548823,9.989653 53.548836,9.989731 53.548857,9.989806 53.548882,9.989944 53.548930,9.990182 53.549023,9.990315 53.549092,9.990398 53.549142,9.990450 53.549147,9.990467 53.549141,9.990573 53.549104,9.990573 53.549103,9.991008 53.548947,9.991109 53.548991,9.991335 53.548898,9.991433 53.548940,9.991485 53.548895,9.991487 53.548894,9.991564 53.548828,9.991581 53.548813,9.991661 53.548746,9.991661 53.548747,9.991741 53.548681,9.991741 53.548680,9.991821 53.548614,9.991901 53.548548,9.991904 53.548545,9.991988 53.548477,9.992168 53.548328,9.992284 53.548276,9.992297 53.548271,9.992596 53.548573,9.992734 53.548707,9.993162 53.548667,9.993168 53.548666,9.993186 53.548664,9.993418 53.548641,9.993584 53.548624,9.993644 53.548617,9.993792 53.548613,9.993793 53.548613,9.993918 53.548597,9.994210 53.548578,9.994212 53.548578,9.994223 53.548584,9.994241 53.548594,9.994243 53.548595,9.994243 53.548595,9.994411 53.548590,9.994561 53.548631,9.994574 53.548630,9.994610 53.548604,9.995347 53.548554,9.995387 53.548551,9.995554 53.548540,9.995820 53.548522,9.995894 53.548517,9.996191 53.548497,9.996235 53.548494,9.996496 53.548476,9.996929 53.548463,9.997293 53.548472,9.997322 53.548451,9.997484 53.548446,9.997687 53.548440,9.997825 53.548436,9.997960 53.548432,9.998080 53.548429,9.998403 53.548420,9.998438 53.548438,9.998440 53.548451,9.998667 53.548450,9.998703 53.548450,9.998739 53.548450,9.998775 53.548450,9.998821 53.548449,9.998866 53.548448,9.998912 53.548446,9.998945 53.548445,9.998978 53.548444,9.999011 53.548442,9.999050 53.548440,9.999090 53.548437,9.999129 53.548435,9.999177 53.548431,9.999224 53.548428,9.999272 53.548424,9.999312 53.548420,9.999351 53.548416,9.999391 53.548412,9.999618 53.548409,9.999653 53.548380,9.999889 53.548338,9.999887 53.548333,9.999940 53.548315,9.999944 53.548314,9.999943 53.548313,10.000052 53.548274,10.000053 53.548274,10.000053 53.548273,10.000169 53.548231,10.000393 53.548158,10.000434 53.548144,10.000350 53.548023,10.000846 53.547917,10.000848 53.547916,10.000851 53.547915,10.000853 53.547915,10.000855 53.547914,10.000857 53.547913,10.000858 53.547912,10.000860 53.547910,10.000861 53.547909,10.000863 53.547908,10.000864 53.547906,10.000865 53.547905,10.000865 53.547903,10.000866 53.547902,10.000866 53.547900,10.000866 53.547899,10.000866 53.547897,10.000865 53.547896,10.000864 53.547894,10.000864 53.547893,10.000862 53.547892,10.000861 53.547890,10.000860 53.547889,10.000786 53.547831,10.000776 53.547824,10.000765 53.547817,10.000754 53.547811,10.000741 53.547806,10.000728 53.547801,10.000715 53.547797,10.000700 53.547794,10.000686 53.547791,10.000671 53.547790,10.000655 53.547789,10.000640 53.547788,10.000132 53.547416,10.000936 53.547247,10.000952 53.547231,10.000983 53.547201,10.001021 53.547163,10.001571 53.547177,10.001579 53.547178,10.001579 53.547176,10.001687 53.547179,10.001687 53.547180,10.001748 53.547182,10.001749 53.547180,10.001797 53.547122,10.001878 53.547024,10.005036 53.546020,10.007045 53.545333,10.007495 53.545187,10.007595 53.545151,10.007690 53.545111,10.007780 53.545066,10.007864 53.545018,10.007941 53.544966,10.008011 53.544911,10.008572 53.544429,10.009126 53.543968,10.009999 53.543215,10.012010 53.541505,10.012083 53.541448,10.012164 53.541394,10.012251 53.541345,10.012345 53.541300,10.012445 53.541259,10.012550 53.541223,10.012659 53.541192,10.012772 53.541167,10.012888 53.541147,10.019156 53.540234,10.020730 53.539998,10.021240 53.539908,10.021737 53.539795,10.022218 53.539659,10.022679 53.539502,10.023123 53.539321,10.023541 53.539120,10.023931 53.538899,10.024290 53.538662,10.024617 53.538407,10.024909 53.538139,10.025165 53.537857,10.029886 53.532119,10.029993 53.531990,10.030124 53.531831,10.031589 53.530052,10.022507 53.532970,10.020679 53.533558,10.017354 53.534524,10.013909 53.535328,10.010366 53.535964,10.006749 53.536427,10.003080 53.536715,9.996056 53.537095,9.994244 53.537239,9.992459 53.537473,9.990713 53.537796,9.989019 53.538205,9.980367 53.540551,9.981204 53.541829)));EPSG:4326
APP_GEMARKUNGEN_29892;0103;Billbrook;1;MULTIPOLYGON (((10.095116 53.515920,10.095036 53.515863,10.093181 53.514531,10.093249 53.514488,10.093423 53.514379,10.093451 53.514361,10.093453 53.514360,10.093465 53.514352,10.093493 53.514335,10.093387 53.514089,10.093302 53.513893,10.093247 53.513765,10.092981 53.513617,10.092909 53.513577,10.091836 53.512981,10.091562 53.512809,10.091352 53.512613,10.090573 53.511519,10.090488 53.511400,10.090419 53.511304,10.090384 53.511254,10.090375 53.511242,10.090314 53.511156,10.090310 53.511151,10.090268 53.511092,10.090216 53.511020,10.089976 53.510991,10.089570 53.510941,10.089377 53.511061,10.089267 53.511128,10.089043 53.511340,10.089050 53.511345,10.088982 53.511376,10.088995 53.511387,10.088774 53.511489,10.088760 53.511478,10.088693 53.511510,10.088473 53.511618,10.088240 53.511731,10.088144 53.511788,10.087777 53.512004,10.087622 53.512095,10.087498 53.512174,10.087208 53.512375,10.087136 53.512427,10.087035 53.512500,10.087007 53.512509,10.086130 53.513053,10.084383 53.514138,10.083681 53.514573,10.083095 53.514937,10.082020 53.515605,10.081216 53.516104,10.080945 53.516273,10.079673 53.517062,10.077245 53.518570,10.074535 53.520252,10.072904 53.521265,10.071717 53.522002,10.071136 53.522362,10.069944 53.523102,10.069919 53.523118,10.069395 53.523443,10.069330 53.523484,10.068142 53.524221,10.068218 53.524300,10.068368 53.524344,10.068530 53.524370,10.068607 53.524361,10.068683 53.524351,10.068638 53.524419,10.068582 53.524503,10.068563 53.524531,10.068556 53.524543,10.068531 53.524580,10.068664 53.524638,10.068700 53.524692,10.068764 53.524851,10.068304 53.524966,10.068213 53.524971,10.068119 53.524976,10.068026 53.524983,10.067935 53.524985,10.067907 53.524985,10.067954 53.525053,10.066351 53.525453,10.066327 53.525458,10.066302 53.525462,10.066276 53.525465,10.066250 53.525466,10.066224 53.525466,10.066198 53.525465,10.066172 53.525463,10.066147 53.525459,10.066122 53.525454,10.066099 53.525447,10.066076 53.525440,10.066054 53.525431,10.064426 53.524711,10.063680 53.525304,10.063678 53.525304,10.063616 53.525302,10.063552 53.525303,10.063518 53.525309,10.063459 53.525323,10.063402 53.525341,10.063009 53.525518,10.062529 53.525734,10.062027 53.525960,10.061910 53.526013,10.061866 53.526034,10.061824 53.526058,10.061784 53.526083,10.061748 53.526110,10.061715 53.526138,10.061653 53.526196,10.061618 53.526227,10.061465 53.526369,10.061212 53.526602,10.060999 53.526797,10.060961 53.526832,10.060899 53.526894,10.060847 53.526959,10.060805 53.527026,10.060773 53.527095,10.060751 53.527165,10.060739 53.527237,10.060738 53.527309,10.060747 53.527380,10.060767 53.527451,10.060797 53.527521,10.060837 53.527588,10.060886 53.527654,10.060946 53.527716,10.061014 53.527775,10.061090 53.527831,10.061174 53.527882,10.061266 53.527929,10.061364 53.527971,10.061468 53.528007,10.061576 53.528038,10.061689 53.528063,10.061805 53.528083,10.061923 53.528096,10.062043 53.528103,10.062164 53.528104,10.062284 53.528098,10.062604 53.528075,10.062601 53.528061,10.062588 53.527974,10.063405 53.527784,10.064710 53.527692,10.064750 53.527894,10.065029 53.527877,10.065308 53.527865,10.065588 53.527858,10.065828 53.527862,10.066066 53.527878,10.066301 53.527905,10.066532 53.527943,10.066757 53.527991,10.066974 53.528050,10.067184 53.528120,10.068012 53.528420,10.068085 53.528358,10.068148 53.528385,10.068211 53.528412,10.068273 53.528441,10.068382 53.528492,10.068489 53.528546,10.068593 53.528601,10.068813 53.528729,10.069020 53.528865,10.069213 53.529008,10.069224 53.529017,10.069360 53.529131,10.069486 53.529249,10.069604 53.529370,10.069645 53.529416,10.069685 53.529463,10.069723 53.529510,10.069529 53.529565,10.069509 53.529581,10.069444 53.529633,10.069382 53.529650,10.069424 53.529702,10.069518 53.529821,10.069671 53.529777,10.069685 53.529773,10.069716 53.529821,10.069660 53.529837,10.069655 53.529845,10.069651 53.529852,10.069649 53.529860,10.069647 53.529868,10.069646 53.529876,10.069647 53.529884,10.069648 53.529892,10.069651 53.529900,10.069654 53.529908,10.069659 53.529916,10.069589 53.529934,10.069660 53.530037,10.069751 53.530013,10.069832 53.529993,10.069850 53.530021,10.069884 53.530071,10.069949 53.530169,10.070739 53.531348,10.070914 53.531610,10.071975 53.533194,10.072338 53.533737,10.072388 53.533811,10.072456 53.533912,10.072506 53.533988,10.072777 53.534392,10.073918 53.536093,10.074526 53.537000,10.074929 53.537600,10.075149 53.537638,10.075192 53.537646,10.075199 53.537651,10.075282 53.537709,10.075401 53.537726,10.075523 53.537721,10.075534 53.537723,10.075579 53.537728,10.075730 53.537747,10.075732 53.537775,10.076217 53.537849,10.076425 53.537886,10.076715 53.537984,10.076703 53.538005,10.076975 53.538098,10.077081 53.538103,10.077102 53.538108,10.077175 53.538125,10.077303 53.538155,10.077484 53.538225,10.077568 53.538268,10.077613 53.538291,10.077730 53.538350,10.077842 53.538370,10.078142 53.538445,10.078444 53.538538,10.078869 53.538693,10.079132 53.538777,10.079212 53.538823,10.079405 53.538884,10.079443 53.538841,10.079582 53.538878,10.079821 53.538958,10.080393 53.539142,10.080548 53.539187,10.081018 53.539348,10.081153 53.539407,10.081414 53.539497,10.081848 53.539673,10.082007 53.539733,10.082097 53.539763,10.082220 53.539807,10.082275 53.539838,10.082371 53.539870,10.083241 53.540111,10.083248 53.540113,10.083254 53.540115,10.083260 53.540118,10.083266 53.540120,10.083271 53.540123,10.083276 53.540127,10.083280 53.540130,10.083284 53.540134,10.083287 53.540138,10.083290 53.540142,10.083292 53.540146,10.083293 53.540150,10.083294 53.540154,10.083295 53.540158,10.083414 53.540175,10.083426 53.540165,10.083601 53.540169,10.083601 53.540153,10.083907 53.540192,10.083907 53.540225,10.084002 53.540244,10.084052 53.540253,10.084164 53.540274,10.084277 53.540292,10.084390 53.540309,10.084488 53.540322,10.084496 53.540323,10.084555 53.540330,10.084615 53.540335,10.084676 53.540339,10.084719 53.540341,10.084818 53.540345,10.084833 53.540346,10.084849 53.540346,10.084865 53.540347,10.084881 53.540347,10.084898 53.540347,10.084915 53.540347,10.085012 53.540348,10.085075 53.540347,10.085139 53.540343,10.085202 53.540338,10.085341 53.540322,10.085480 53.540304,10.085617 53.540285,10.085750 53.540265,10.085820 53.540254,10.085889 53.540243,10.085958 53.540231,10.086139 53.540200,10.086304 53.540159,10.086583 53.540091,10.087094 53.539960,10.087367 53.539883,10.087472 53.539853,10.087778 53.539766,10.087910 53.539729,10.088276 53.539628,10.088347 53.539608,10.089006 53.539425,10.089018 53.539422,10.089278 53.539350,10.089634 53.539252,10.089981 53.539156,10.090220 53.539086,10.090267 53.539072,10.090255 53.539057,10.090339 53.539022,10.090422 53.538987,10.090505 53.538951,10.090538 53.538992,10.090673 53.538953,10.090648 53.538922,10.090629 53.538897,10.090793 53.538822,10.090956 53.538745,10.091116 53.538667,10.091288 53.538584,10.091463 53.538505,10.091642 53.538428,10.091667 53.538418,10.091693 53.538407,10.091718 53.538397,10.092000 53.538292,10.092294 53.538200,10.092599 53.538121,10.092912 53.538055,10.093233 53.538003,10.093392 53.537982,10.093552 53.537963,10.093712 53.537945,10.093726 53.537944,10.093739 53.537942,10.093752 53.537941,10.093679 53.537839,10.093616 53.537752,10.093960 53.537739,10.094072 53.537748,10.094174 53.537711,10.094349 53.537735,10.094577 53.537765,10.095165 53.537781,10.095283 53.537808,10.095369 53.537827,10.095380 53.537830,10.095424 53.537840,10.095798 53.537956,10.096767 53.538044,10.097374 53.538098,10.097540 53.538104,10.097582 53.538094,10.098343 53.538116,10.098361 53.538109,10.098380 53.538103,10.098399 53.538098,10.098415 53.538094,10.098430 53.538092,10.098446 53.538089,10.098522 53.538086,10.098636 53.538083,10.098924 53.538068,10.099157 53.538051,10.099369 53.538033,10.099425 53.538030,10.099483 53.538032,10.099538 53.538040,10.099602 53.538057,10.099687 53.538039,10.099690 53.538039,10.099732 53.538029,10.099765 53.538022,10.099923 53.537986,10.100092 53.537916,10.100240 53.537885,10.100294 53.537858,10.100318 53.537846,10.100336 53.537837,10.100356 53.537830,10.100391 53.537818,10.100429 53.537805,10.100470 53.537791,10.100556 53.537762,10.100594 53.537749,10.100685 53.537718,10.100738 53.537714,10.101356 53.537667,10.102545 53.537394,10.102606 53.537380,10.103096 53.537205,10.103254 53.537181,10.103277 53.537174,10.103525 53.537091,10.103736 53.537050,10.103826 53.537001,10.103990 53.536945,10.104323 53.536830,10.104674 53.536735,10.105096 53.536633,10.105236 53.536569,10.105465 53.536542,10.105668 53.536469,10.106070 53.536415,10.106198 53.536379,10.106380 53.536279,10.106562 53.536207,10.107061 53.536031,10.107195 53.535973,10.107328 53.535929,10.107413 53.535889,10.107579 53.535829,10.107739 53.535754,10.107766 53.535702,10.108061 53.535594,10.108136 53.535570,10.108337 53.535504,10.108568 53.535419,10.108647 53.535390,10.108847 53.535317,10.109097 53.535228,10.110094 53.534780,10.110133 53.534756,10.110898 53.534442,10.111329 53.533982,10.111375 53.533933,10.111691 53.533626,10.111668 53.533575,10.111657 53.533551,10.111641 53.533514,10.111636 53.533486,10.111632 53.533460,10.111590 53.533463,10.111569 53.533438,10.111601 53.533436,10.111552 53.533380,10.111521 53.533345,10.111472 53.533307,10.111449 53.533269,10.111451 53.533235,10.111703 53.533190,10.111730 53.533064,10.111756 53.532947,10.111778 53.532832,10.111800 53.532713,10.111820 53.532597,10.111834 53.532522,10.111883 53.532146,10.111915 53.532050,10.111911 53.531993,10.111911 53.531985,10.111921 53.531838,10.111959 53.531689,10.111966 53.531662,10.111983 53.531466,10.112000 53.531419,10.112061 53.531304,10.112144 53.531216,10.112161 53.531199,10.112302 53.531051,10.112302 53.531050,10.112318 53.531034,10.112326 53.531005,10.112381 53.530936,10.112433 53.530892,10.112503 53.530838,10.112581 53.530805,10.112593 53.530766,10.113038 53.530377,10.113104 53.530313,10.113178 53.530240,10.113219 53.530201,10.113341 53.530073,10.113447 53.529955,10.113454 53.529946,10.113557 53.529814,10.113632 53.529700,10.113716 53.529558,10.113772 53.529434,10.113862 53.529187,10.113935 53.528958,10.113936 53.528958,10.113976 53.528905,10.114008 53.528620,10.114039 53.528343,10.114027 53.528177,10.114042 53.528099,10.113990 53.528055,10.113919 53.527938,10.113912 53.527927,10.113867 53.527871,10.113592 53.527522,10.113562 53.527479,10.113518 53.527416,10.113497 53.527401,10.113446 53.527364,10.113278 53.527344,10.113119 53.527305,10.112965 53.527253,10.112795 53.527178,10.112649 53.527121,10.112410 53.527011,10.112307 53.526959,10.112218 53.526887,10.112136 53.526811,10.112079 53.526776,10.111990 53.526687,10.111944 53.526632,10.111853 53.526471,10.111804 53.526390,10.111749 53.526244,10.111665 53.525980,10.111567 53.525791,10.111250 53.525829,10.111129 53.525844,10.111027 53.525853,10.110927 53.525856,10.110805 53.525848,10.110697 53.525837,10.110617 53.525831,10.110598 53.525829,10.110484 53.525808,10.110455 53.525802,10.110451 53.525795,10.110493 53.525792,10.110517 53.525765,10.110523 53.525758,10.110560 53.525711,10.110595 53.525664,10.110641 53.525586,10.110659 53.525532,10.110664 53.525511,10.110092 53.525279,10.110004 53.525372,10.109743 53.525192,10.109375 53.525134,10.108640 53.524609,10.108476 53.524492,10.108326 53.524567,10.108304 53.524577,10.108150 53.524467,10.108233 53.524425,10.108348 53.524368,10.107982 53.524109,10.105994 53.522705,10.105023 53.522019,10.104753 53.521847,10.103680 53.521071,10.102110 53.519945,10.101676 53.519633,10.100647 53.518895,10.100521 53.518805,10.100206 53.518960,10.100180 53.518973,10.100090 53.518950,10.099815 53.518879,10.098869 53.518636,10.098727 53.518531,10.098751 53.518520,10.097708 53.517747,10.097754 53.517724,10.097562 53.517585,10.097412 53.517478,10.097354 53.517437,10.097210 53.517310,10.097260 53.517285,10.097147 53.517201,10.097042 53.517124,10.096808 53.516951,10.096657 53.516839,10.096627 53.516854,10.096622 53.516851,10.096521 53.516778,10.096417 53.516703,10.096452 53.516686,10.096215 53.516515,10.096288 53.516479,10.096251 53.516453,10.096152 53.516382,10.096149 53.516343,10.096053 53.516299,10.096042 53.516294,10.095955 53.516280,10.095866 53.516286,10.095725 53.516357,10.095702 53.516340,10.095682 53.516326,10.095663 53.516313,10.095341 53.516082,10.095116 53.515920)));EPSG:4326
