_fid;idnr;benennung;belegenheit;belegenheit_detail;gruen_code;gruen_art;bezirk;stadtteil;ortsteil;gemarkung;aktualitaet;flaeche_ha;veroeffentlichung_jahr;eigentum;verwaltungsvermoegen;geom;coordinate_reference_system
DE.HH.UP_FRIEDHOEFE_28;1728;Jüdischer Friedhof Ohlsdorf;Ilandkoppel;Ilandkoppel;71;Friedhöfe;Hamburg-Nord;Ohlsdorf;430;0;01.10.25;10,1668;;FHH;Stadtgrün;POLYGON ((10.040863 53.612301,10.041096 53.611962,10.040342 53.611809,10.039860 53.611711,10.039455 53.611629,10.039056 53.612160,10.038427 53.611983,10.037411 53.613647,10.037070 53.614215,10.036176 53.615268,10.037795 53.615521,10.039335 53.615385,10.042231 53.614763,10.041118 53.612907,10.041055 53.612880,10.040589 53.612700,10.040863 53.612301));EPSG:4326
DE.HH.UP_FRIEDHOEFE_29;1732;Hauptfriedhof Ohlsdorf;Fuhlsbüttler Straße;Fuhlsbüttler Straße;70;Friedhöfe;Hamburg-Nord;Ohlsdorf;430;0;01.10.25;388,7223;;Privat;HF;POLYGON ((10.077976 53.629439,10.077981 53.628856,10.081940 53.628834,10.082297 53.628670,10.082348 53.628647,10.082351 53.628645,10.084571 53.627497,10.084572 53.627150,10.084573 53.627005,10.084633 53.627005,10.084724 53.627004,10.084874 53.626995,10.085023 53.626979,10.085159 53.626957,10.085204 53.626925,10.085153 53.626739,10.085174 53.626673,10.084975 53.625892,10.084568 53.625931,10.084547 53.625848,10.084535 53.625798,10.084522 53.625749,10.084345 53.625747,10.084312 53.625627,10.084264 53.625450,10.084228 53.625317,10.084192 53.625184,10.084190 53.625175,10.083592 53.625228,10.083570 53.625120,10.083516 53.624851,10.083489 53.624716,10.083462 53.624580,10.083435 53.624445,10.082682 53.624513,10.082384 53.624540,10.082130 53.624563,10.081907 53.624583,10.081636 53.624608,10.081615 53.624610,10.081475 53.624778,10.081449 53.624792,10.081411 53.624813,10.081357 53.624807,10.081281 53.624799,10.081065 53.624762,10.081046 53.624721,10.080652 53.624332,10.080636 53.624279,10.080594 53.624028,10.080384 53.623627,10.080352 53.623641,10.080112 53.623583,10.080116 53.623549,10.080146 53.623460,10.080163 53.623344,10.080157 53.623263,10.080126 53.623161,10.080067 53.622956,10.080039 53.622907,10.079948 53.622772,10.079918 53.622728,10.079806 53.622580,10.079800 53.622573,10.079671 53.622419,10.079519 53.622263,10.079412 53.622143,10.079358 53.622078,10.079196 53.621905,10.079148 53.621862,10.079107 53.621828,10.078580 53.621930,10.077979 53.622042,10.077914 53.622054,10.077799 53.622076,10.077314 53.621147,10.077606 53.621092,10.077466 53.620746,10.077370 53.620542,10.077264 53.620340,10.077144 53.620151,10.076831 53.620209,10.076505 53.620272,10.075356 53.619659,10.075409 53.619584,10.074258 53.618968,10.074114 53.618972,10.073160 53.619293,10.072893 53.619187,10.072629 53.619083,10.072422 53.619001,10.072422 53.619001,10.071709 53.619250,10.071709 53.619250,10.071518 53.619300,10.071373 53.619324,10.071157 53.619338,10.070773 53.619350,10.070608 53.619361,10.070495 53.619374,10.070375 53.619393,10.070258 53.619424,10.070151 53.619461,10.069829 53.619591,10.069384 53.619761,10.069233 53.619792,10.069070 53.619806,10.068899 53.619808,10.067747 53.619732,10.067701 53.619732,10.067654 53.619735,10.067561 53.619743,10.067482 53.619753,10.067426 53.619765,10.065961 53.620218,10.065825 53.620259,10.065690 53.620290,10.065521 53.620308,10.064952 53.620334,10.064802 53.620344,10.064654 53.620364,10.064507 53.620390,10.064068 53.620469,10.063952 53.620486,10.063654 53.620517,10.063353 53.620535,10.063052 53.620545,10.062749 53.620545,10.062448 53.620535,10.062148 53.620514,10.061850 53.620484,10.061555 53.620444,10.061342 53.620407,10.061265 53.620394,10.060980 53.620335,10.060701 53.620266,10.060428 53.620189,10.060120 53.620088,10.059835 53.619984,10.059478 53.619849,10.059100 53.619702,10.058871 53.619599,10.058761 53.619539,10.058613 53.619446,10.058407 53.619305,10.057277 53.618477,10.057186 53.618385,10.056939 53.618094,10.056696 53.617805,10.056646 53.617727,10.056274 53.617073,10.056115 53.617097,10.055082 53.617256,10.054670 53.617320,10.054207 53.617480,10.054078 53.617525,10.049899 53.618964,10.049760 53.619012,10.049593 53.618763,10.049533 53.618664,10.049128 53.618057,10.049019 53.617897,10.048886 53.617694,10.048780 53.617551,10.048523 53.617220,10.048211 53.616816,10.048206 53.616817,10.048128 53.616720,10.047918 53.616453,10.047900 53.616429,10.047703 53.616171,10.047380 53.615756,10.047178 53.615484,10.047102 53.615382,10.046124 53.614090,10.046014 53.613950,10.045733 53.613590,10.045733 53.613589,10.045733 53.613589,10.045489 53.613276,10.044677 53.613217,10.044226 53.613187,10.043324 53.613134,10.042963 53.613116,10.042601 53.613100,10.042148 53.613085,10.041795 53.613077,10.041739 53.613078,10.041685 53.613085,10.041632 53.613097,10.041584 53.613113,10.041541 53.613135,10.041505 53.613160,10.041475 53.613188,10.041454 53.613218,10.041442 53.613251,10.041438 53.613284,10.041443 53.613317,10.041457 53.613349,10.042292 53.614750,10.042313 53.614785,10.042319 53.614784,10.042324 53.614783,10.042330 53.614783,10.042336 53.614784,10.042341 53.614785,10.042346 53.614786,10.042351 53.614789,10.042354 53.614791,10.042357 53.614794,10.042360 53.614797,10.042354 53.614798,10.042380 53.614844,10.042387 53.614843,10.042390 53.614850,10.042392 53.614858,10.042392 53.614865,10.042390 53.614873,10.042385 53.614880,10.042379 53.614887,10.042371 53.614893,10.042362 53.614898,10.042351 53.614902,10.039776 53.615455,10.039449 53.615525,10.039428 53.615567,10.039395 53.615635,10.039389 53.615646,10.039365 53.615694,10.039293 53.615851,10.039253 53.615926,10.039218 53.616006,10.039031 53.616023,10.038778 53.616046,10.038524 53.616069,10.038367 53.616083,10.038190 53.616099,10.037991 53.616117,10.037792 53.616135,10.037716 53.616142,10.037468 53.616160,10.037350 53.616660,10.037266 53.616740,10.034955 53.616713,10.034753 53.617272,10.034283 53.619070,10.034248 53.619203,10.034247 53.619209,10.034248 53.619215,10.034250 53.619220,10.034254 53.619225,10.034259 53.619230,10.034266 53.619235,10.034273 53.619238,10.034282 53.619241,10.034291 53.619243,10.034286 53.619293,10.034286 53.619378,10.034286 53.619422,10.034269 53.619423,10.034251 53.619426,10.034235 53.619430,10.034220 53.619436,10.034206 53.619443,10.034195 53.619451,10.034186 53.619460,10.034179 53.619469,10.034169 53.619495,10.034166 53.619521,10.034171 53.619547,10.034182 53.619572,10.034200 53.619596,10.034224 53.619618,10.034245 53.619637,10.034261 53.619659,10.034269 53.619682,10.034269 53.619834,10.034263 53.619850,10.034253 53.619865,10.034240 53.619879,10.034223 53.619892,10.034203 53.619903,10.034152 53.619931,10.034106 53.619961,10.034066 53.619995,10.034032 53.620031,10.034028 53.620037,10.034025 53.620045,10.034024 53.620052,10.034026 53.620059,10.034029 53.620066,10.034034 53.620073,10.034041 53.620079,10.034050 53.620084,10.034060 53.620089,10.034071 53.620092,10.034082 53.620094,10.034095 53.620095,10.034090 53.620140,10.034090 53.620225,10.034094 53.620275,10.034106 53.620332,10.034023 53.620335,10.034023 53.620320,10.033972 53.620321,10.033972 53.620346,10.033918 53.620361,10.033869 53.620381,10.033825 53.620406,10.033789 53.620434,10.033761 53.620466,10.033742 53.620500,10.033708 53.620584,10.033664 53.620689,10.033472 53.621233,10.033497 53.621237,10.033452 53.621362,10.033428 53.621359,10.033402 53.621389,10.033378 53.621421,10.033362 53.621455,10.033318 53.621579,10.033006 53.622460,10.032982 53.622539,10.032965 53.622618,10.032955 53.622697,10.032952 53.622777,10.032955 53.622968,10.032959 53.623268,10.032962 53.623480,10.032939 53.623483,10.032940 53.623484,10.032870 53.623495,10.032868 53.623492,10.032807 53.623501,10.032805 53.623507,10.032811 53.623514,10.032864 53.623670,10.033078 53.624211,10.033091 53.624244,10.033124 53.624326,10.033206 53.624535,10.033482 53.625232,10.033498 53.625258,10.033511 53.625289,10.033518 53.625320,10.033637 53.625619,10.033718 53.625808,10.033800 53.625979,10.033948 53.626238,10.033971 53.626271,10.034118 53.626489,10.034314 53.626731,10.034456 53.626890,10.034610 53.627045,10.034773 53.627196,10.034948 53.627343,10.035131 53.627486,10.035322 53.627625,10.035519 53.627762,10.035718 53.627896,10.035923 53.628029,10.036136 53.628157,10.036356 53.628281,10.036585 53.628398,10.036819 53.628511,10.037063 53.628617,10.037314 53.628719,10.037609 53.628817,10.037664 53.628758,10.037748 53.628673,10.038490 53.628658,10.039326 53.628668,10.040007 53.628684,10.040102 53.628687,10.040304 53.628695,10.040528 53.628707,10.040959 53.628733,10.041476 53.628774,10.041605 53.628783,10.041820 53.628802,10.042656 53.628892,10.043290 53.628921,10.043384 53.628921,10.043843 53.628942,10.044184 53.628959,10.044485 53.628971,10.044948 53.628990,10.045777 53.629028,10.046485 53.629059,10.046801 53.629073,10.047046 53.629084,10.047687 53.629090,10.047818 53.629090,10.048208 53.629074,10.048468 53.629059,10.048990 53.628982,10.051686 53.628534,10.051762 53.628533,10.051875 53.628533,10.052084 53.628543,10.052138 53.628542,10.052287 53.628541,10.052504 53.628535,10.052719 53.628517,10.053021 53.628503,10.053237 53.628495,10.053453 53.628488,10.053669 53.628482,10.053885 53.628470,10.054101 53.628459,10.054317 53.628449,10.054457 53.628444,10.054503 53.628442,10.054762 53.628437,10.055235 53.628420,10.055361 53.628417,10.055384 53.628417,10.055463 53.628413,10.055667 53.628395,10.055881 53.628375,10.056095 53.628354,10.056522 53.628310,10.056888 53.628271,10.056927 53.628267,10.057204 53.628240,10.057589 53.628200,10.058015 53.628154,10.058229 53.628134,10.058399 53.628115,10.058613 53.628093,10.058747 53.628080,10.058798 53.628046,10.058857 53.628017,10.058923 53.627993,10.058993 53.627975,10.059068 53.627963,10.059144 53.627958,10.059221 53.627959,10.059296 53.627967,10.059369 53.627982,10.059523 53.627863,10.059662 53.627755,10.059770 53.627805,10.059972 53.627898,10.060001 53.627912,10.060083 53.627946,10.060434 53.628092,10.060646 53.628180,10.060858 53.628268,10.061156 53.628392,10.061248 53.628433,10.062757 53.628771,10.065252 53.629328,10.066844 53.629684,10.068924 53.630149,10.071827 53.630797,10.074054 53.631294,10.074054 53.631294,10.074061 53.631295,10.075211 53.631361,10.077075 53.631469,10.077973 53.631047,10.077973 53.630702,10.077973 53.630322,10.077973 53.630174,10.077973 53.629901,10.077976 53.629439));EPSG:4326
DE.HH.UP_FRIEDHOEFE_30;2499;Friedhof Stellingen;Molkenbuhrstraße;Molkenbuhrstraße;71;Friedhöfe;Eimsbüttel;Stellingen;321;0;01.10.25;4,7377;;Privat;Privat (Kirche);POLYGON ((9.924506 53.589316,9.924226 53.589255,9.923960 53.589196,9.923731 53.589146,9.923502 53.589096,9.923365 53.589195,9.923078 53.589136,9.923198 53.589056,9.922970 53.589005,9.922737 53.588954,9.922569 53.589054,9.922514 53.589086,9.922333 53.589194,9.921860 53.589064,9.921771 53.589108,9.920256 53.589858,9.920042 53.589973,9.919943 53.590032,9.920120 53.590064,9.920982 53.590233,9.921140 53.590265,9.921350 53.590310,9.921303 53.590362,9.922276 53.590648,9.922384 53.590714,9.922434 53.590713,9.922468 53.590723,9.922503 53.590733,9.922532 53.590756,9.922684 53.590768,9.923082 53.590883,9.923144 53.590901,9.923639 53.591044,9.923596 53.591096,9.923930 53.591233,9.924040 53.591048,9.924266 53.591117,9.924444 53.591167,9.924669 53.590765,9.924859 53.590376,9.924952 53.590180,9.925085 53.589953,9.925152 53.589845,9.924886 53.589761,9.924897 53.589749,9.924313 53.589613,9.924217 53.589594,9.924506 53.589316));EPSG:4326
DE.HH.UP_FRIEDHOEFE_31;2884;Alter Friedhof Kirchwerder;Fersenweg;Fersenweg;71;Friedhöfe;Bergedorf;Kirchwerder;607;0;01.10.25;1,4636;;Privat;Privat (Kirche);POLYGON ((10.199496 53.418698,10.199493 53.418676,10.199476 53.418677,10.199474 53.418667,10.199455 53.418632,10.198858 53.418204,10.198454 53.417934,10.198242 53.417856,10.197895 53.418027,10.197780 53.418081,10.197705 53.418027,10.197401 53.417776,10.197132 53.417554,10.196981 53.417432,10.196962 53.417439,10.196776 53.417507,10.196567 53.417578,10.196442 53.417634,10.196982 53.418017,10.197341 53.418261,10.197231 53.418286,10.197327 53.418341,10.197420 53.418395,10.197518 53.418452,10.198232 53.418943,10.198578 53.419177,10.198615 53.419208,10.198849 53.419100,10.199218 53.418898,10.199307 53.418850,10.199286 53.418836,10.199367 53.418783,10.199435 53.418758,10.199482 53.418710,10.199480 53.418699,10.199496 53.418698));EPSG:4326
DE.HH.UP_FRIEDHOEFE_32;2885;Neuer Friedhof Kirchwerder;Fersenweg;Fersenweg;71;Friedhöfe;Bergedorf;Kirchwerder;607;0;01.10.25;1,8997;;Privat;Privat (Kirche);POLYGON ((10.194567 53.415291,10.194493 53.415241,10.194281 53.415385,10.194106 53.415525,10.193802 53.415835,10.193817 53.415844,10.194279 53.416169,10.194668 53.416443,10.194962 53.416649,10.195448 53.416990,10.195875 53.417295,10.196058 53.417426,10.196260 53.417559,10.196279 53.417585,10.196284 53.417592,10.196937 53.417345,10.196959 53.417334,10.196510 53.416992,10.196398 53.416906,10.196307 53.416837,10.196089 53.416670,10.196345 53.416535,10.195857 53.416195,10.195541 53.415976,10.194567 53.415291));EPSG:4326
DE.HH.UP_FRIEDHOEFE_33;2891;Friedhof Ochsenwerder;Alter Kirchdeich;Alter Kirchdeich;71;Friedhöfe;Bergedorf;Ochsenwerder;608;611;01.10.25;1,7472;;Privat;Privat (Kirche);POLYGON ((10.084721 53.476131,10.084754 53.476144,10.084789 53.476182,10.084838 53.476202,10.084925 53.476214,10.085014 53.476212,10.085101 53.476213,10.085172 53.476204,10.085312 53.476187,10.085393 53.476169,10.085480 53.476143,10.085527 53.476119,10.085602 53.476089,10.085625 53.476069,10.085660 53.476100,10.085710 53.476142,10.085750 53.476175,10.085768 53.476192,10.085745 53.476202,10.085751 53.476212,10.085769 53.476289,10.085786 53.476373,10.085807 53.476481,10.085821 53.476511,10.085828 53.476536,10.085854 53.476605,10.085871 53.476638,10.085890 53.476690,10.085880 53.476696,10.086010 53.476688,10.086223 53.476575,10.086443 53.476458,10.086475 53.476444,10.086632 53.476396,10.086706 53.476362,10.086716 53.476355,10.086755 53.476323,10.086848 53.476235,10.086877 53.476206,10.086912 53.476192,10.086990 53.476163,10.087044 53.476146,10.087166 53.476081,10.087189 53.476066,10.087521 53.475886,10.087409 53.475832,10.087294 53.475774,10.087266 53.475755,10.087253 53.475746,10.087114 53.475681,10.086920 53.475595,10.086656 53.475487,10.086491 53.475404,10.086338 53.475329,10.086292 53.475311,10.086251 53.475295,10.086126 53.475326,10.085895 53.475357,10.085889 53.475351,10.085408 53.475401,10.085363 53.475406,10.084772 53.475499,10.084634 53.475520,10.084594 53.475534,10.084548 53.475551,10.084532 53.475560,10.084500 53.475589,10.084453 53.475632,10.084424 53.475674,10.084404 53.475705,10.084386 53.475758,10.084388 53.475810,10.084410 53.475880,10.084434 53.475922,10.084463 53.475967,10.084478 53.475993,10.084551 53.476060,10.084576 53.476058,10.084614 53.476074,10.084686 53.476105,10.084723 53.476122,10.084721 53.476131));EPSG:4326
DE.HH.UP_FRIEDHOEFE_34;1786;Friedhof Schiffbek;Schiffbeker Weg;Schiffbeker Weg;71;Friedhöfe;Hamburg-Mitte;Billstedt;130;0;01.10.25;7,887;;Privat;Privat (Kirche);POLYGON ((10.115335 53.551583,10.115106 53.551654,10.114885 53.551722,10.114636 53.551799,10.114400 53.551872,10.114166 53.551944,10.113483 53.552154,10.113326 53.552204,10.112585 53.552432,10.111865 53.552654,10.113076 53.554029,10.113089 53.554025,10.113767 53.553816,10.114253 53.553667,10.114286 53.553656,10.114444 53.553608,10.114470 53.553599,10.114522 53.553583,10.114551 53.553575,10.115102 53.553405,10.115384 53.553318,10.115676 53.553228,10.116014 53.553124,10.116242 53.553054,10.116380 53.553011,10.116443 53.552992,10.116518 53.552969,10.116808 53.552880,10.117398 53.552698,10.117475 53.552674,10.117516 53.552662,10.118861 53.552248,10.118550 53.551329,10.118335 53.550729,10.118057 53.550744,10.117617 53.550880,10.116818 53.551126,10.116736 53.551151,10.116571 53.551202,10.116470 53.551233,10.116252 53.551300,10.116027 53.551370,10.115798 53.551440,10.115567 53.551512,10.115335 53.551583));EPSG:4326
DE.HH.UP_FRIEDHOEFE_35;2573;Neuer Friedhof Curslack;Grashofweg;Grashofweg;71;Friedhöfe;Bergedorf;Curslack;604;606;01.10.25;0,3318;;Privat;Privat (Kirche);POLYGON ((10.230250 53.454525,10.230238 53.454527,10.229491 53.454619,10.229432 53.454626,10.229312 53.454672,10.229322 53.454705,10.229357 53.454789,10.229486 53.455102,10.230416 53.454983,10.230298 53.454671,10.230267 53.454588,10.230250 53.454525));EPSG:4326
DE.HH.UP_FRIEDHOEFE_36;2574;Friedhof Allermöhe;Allermöher Deich;Allermöher Deich;71;Friedhöfe;Bergedorf;Allermöhe;610;601;01.10.25;1,2852;;Privat;Privat (Kirche);POLYGON ((10.128835 53.482253,10.128851 53.482248,10.128831 53.482249,10.128468 53.482238,10.128122 53.482214,10.128046 53.482195,10.127967 53.482180,10.127886 53.482169,10.127803 53.482173,10.127722 53.482185,10.127646 53.482205,10.127575 53.482229,10.127506 53.482258,10.127437 53.482293,10.127407 53.482313,10.127379 53.482334,10.127351 53.482356,10.127326 53.482380,10.127312 53.482401,10.127304 53.482423,10.127297 53.482445,10.127295 53.482467,10.127299 53.482511,10.127410 53.482611,10.127570 53.482792,10.127697 53.482865,10.127720 53.482879,10.127813 53.482935,10.127568 53.482983,10.127440 53.482995,10.127224 53.483019,10.127036 53.483037,10.126947 53.483048,10.126810 53.483119,10.126944 53.483259,10.127762 53.483728,10.127786 53.483677,10.127841 53.483647,10.127918 53.483639,10.128304 53.483425,10.128477 53.483320,10.128737 53.483162,10.128985 53.483007,10.129028 53.482979,10.128671 53.482779,10.128228 53.482551,10.128338 53.482461,10.128452 53.482452,10.128464 53.482379,10.128637 53.482320,10.128835 53.482253));EPSG:4326
DE.HH.UP_FRIEDHOEFE_37;2875;Alter Friedhof Curslack;Curslacker Deich;Curslacker Deich;71;Friedhöfe;Bergedorf;Curslack;604;606;01.10.25;0,5073;;Privat;Privat (Kirche);POLYGON ((10.227293 53.448931,10.227329 53.449071,10.227156 53.449081,10.227159 53.449088,10.227202 53.449202,10.227288 53.449416,10.228409 53.449400,10.228349 53.449271,10.228249 53.449052,10.228201 53.449059,10.228161 53.448957,10.228089 53.448784,10.228019 53.448714,10.228003 53.448693,10.227891 53.448681,10.227841 53.448672,10.227636 53.448660,10.227637 53.448666,10.227490 53.448699,10.227438 53.448707,10.227310 53.448789,10.227291 53.448826,10.227293 53.448931));EPSG:4326
DE.HH.UP_FRIEDHOEFE_38;2802;Neuer Friedhof Niendorf;Promenadenstraße 8;Promenadenstraße 8;71;Friedhöfe;Eimsbüttel;Niendorf;318;0;01.10.25;12,3324;;Privat;Privat (Kirche);POLYGON ((9.956966 53.619915,9.956959 53.620006,9.956894 53.620058,9.957116 53.620067,9.957104 53.620065,9.957092 53.620063,9.957081 53.620059,9.957071 53.620054,9.957063 53.620048,9.957057 53.620042,9.957052 53.620035,9.957050 53.620027,9.957049 53.620020,9.957073 53.619691,9.957082 53.619566,9.957383 53.619584,9.957683 53.619602,9.957969 53.619619,9.958029 53.619623,9.958258 53.619650,9.958607 53.619691,9.958712 53.619770,9.958805 53.619837,9.958838 53.619802,9.958951 53.619685,9.959063 53.619568,9.959175 53.619451,9.959268 53.619354,9.959362 53.619256,9.959456 53.619159,9.959938 53.619304,9.960225 53.619399,9.960343 53.619265,9.960458 53.619130,9.960438 53.619028,9.959807 53.618740,9.959316 53.618489,9.958701 53.618162,9.958062 53.617808,9.957775 53.617634,9.957523 53.617461,9.957290 53.617261,9.957137 53.617109,9.957003 53.616964,9.956899 53.616830,9.956848 53.616753,9.956833 53.616723,9.956774 53.616641,9.956608 53.616281,9.956557 53.616193,9.956487 53.616128,9.956409 53.616080,9.956265 53.616024,9.956124 53.615998,9.955848 53.615959,9.955529 53.615921,9.955397 53.615911,9.955246 53.615904,9.955112 53.615909,9.954977 53.615928,9.954870 53.615952,9.954757 53.615986,9.952933 53.616672,9.952889 53.616950,9.952842 53.617240,9.952799 53.617508,9.952756 53.617776,9.952689 53.618197,9.952684 53.618229,9.952805 53.618253,9.952923 53.618284,9.953035 53.618321,9.953184 53.618388,9.953326 53.618461,9.953460 53.618540,9.953584 53.618622,9.953700 53.618710,9.953808 53.618801,9.953903 53.618879,9.954030 53.618837,9.954473 53.618810,9.954779 53.618779,9.954950 53.618758,9.955024 53.618745,9.955048 53.618775,9.955170 53.618930,9.955279 53.619088,9.955388 53.619246,9.955473 53.619410,9.955560 53.619572,9.955625 53.619728,9.955892 53.619703,9.956012 53.619692,9.956268 53.619685,9.956449 53.619681,9.956631 53.619676,9.956763 53.619673,9.956790 53.619674,9.956874 53.619679,9.956909 53.619723,9.956937 53.619770,9.956955 53.619817,9.956965 53.619866,9.956966 53.619915));EPSG:4326
DE.HH.UP_FRIEDHOEFE_39;2174;Alter Friedhof Steinbek;Steinbeker Berg;Steinbeker Berg;71;Friedhöfe;Hamburg-Mitte;Billstedt;130;112;01.10.25;0,4464;;Privat;Privat (Kirche);POLYGON ((10.128513 53.530614,10.128566 53.530571,10.128592 53.530515,10.128566 53.530442,10.128508 53.530384,10.128445 53.530322,10.128445 53.530322,10.128427 53.530234,10.128420 53.530195,10.128407 53.530091,10.128368 53.530034,10.128353 53.530022,10.128291 53.529986,10.128185 53.529969,10.128111 53.529979,10.128003 53.529993,10.127791 53.530071,10.127839 53.530205,10.127690 53.530237,10.127682 53.530242,10.127433 53.530399,10.127349 53.530448,10.127275 53.530524,10.127298 53.530614,10.127363 53.530713,10.127545 53.530769,10.127545 53.530769,10.127792 53.530760,10.127963 53.530741,10.128430 53.530648,10.128504 53.530622,10.128513 53.530614),(10.127670 53.530614,10.127663 53.530587,10.127625 53.530590,10.127619 53.530565,10.127612 53.530566,10.127601 53.530524,10.127608 53.530523,10.127600 53.530496,10.127637 53.530492,10.127630 53.530466,10.127707 53.530458,10.127711 53.530471,10.127724 53.530470,10.127722 53.530461,10.127738 53.530459,10.127741 53.530468,10.127808 53.530462,10.127806 53.530453,10.127822 53.530451,10.127825 53.530460,10.127892 53.530454,10.127889 53.530445,10.127905 53.530443,10.127907 53.530452,10.127973 53.530446,10.127970 53.530437,10.127989 53.530435,10.127991 53.530444,10.128057 53.530438,10.128055 53.530429,10.128070 53.530428,10.128072 53.530437,10.128079 53.530436,10.128088 53.530426,10.128099 53.530424,10.128112 53.530422,10.128121 53.530422,10.128143 53.530424,10.128157 53.530433,10.128159 53.530443,10.128154 53.530458,10.128180 53.530469,10.128194 53.530465,10.128200 53.530474,10.128186 53.530478,10.128193 53.530496,10.128208 53.530498,10.128204 53.530509,10.128189 53.530508,10.128174 53.530521,10.128182 53.530535,10.128185 53.530545,10.128181 53.530554,10.128168 53.530563,10.128140 53.530564,10.128117 53.530554,10.128111 53.530556,10.128114 53.530567,10.128096 53.530569,10.128093 53.530560,10.128024 53.530567,10.128027 53.530576,10.128012 53.530577,10.128009 53.530569,10.127943 53.530575,10.127945 53.530584,10.127926 53.530585,10.127924 53.530577,10.127858 53.530583,10.127860 53.530592,10.127846 53.530593,10.127843 53.530584,10.127776 53.530591,10.127778 53.530599,10.127762 53.530601,10.127760 53.530592,10.127748 53.530593,10.127751 53.530607,10.127670 53.530614));EPSG:4326
DE.HH.UP_FRIEDHOEFE_40;2841;Friedhof Neuengamme;Karkenstegel;Karkenstegel;71;Friedhöfe;Bergedorf;Neuengamme;606;0;01.10.25;1,8821;;Privat;Privat (Kirche);POLYGON ((10.222041 53.445477,10.222129 53.445447,10.222260 53.445393,10.222259 53.445378,10.222305 53.445342,10.222329 53.445316,10.222344 53.445290,10.222359 53.445246,10.222363 53.445217,10.222358 53.445182,10.222351 53.445149,10.222309 53.445076,10.222382 53.445055,10.222325 53.444992,10.222142 53.444776,10.222144 53.444746,10.222086 53.444666,10.222024 53.444582,10.221846 53.444394,10.221665 53.444179,10.221403 53.443849,10.221355 53.443793,10.221337 53.443777,10.221320 53.443761,10.220596 53.442903,10.220513 53.442807,10.219626 53.443089,10.219920 53.443365,10.220248 53.443675,10.220549 53.443960,10.220602 53.444013,10.220959 53.444370,10.221032 53.444559,10.221095 53.444744,10.221159 53.444930,10.221185 53.444997,10.221195 53.445021,10.221475 53.445494,10.221619 53.445461,10.221641 53.445485,10.221653 53.445497,10.221670 53.445506,10.221726 53.445527,10.221768 53.445525,10.221975 53.445492,10.222041 53.445477));EPSG:4326
DE.HH.UP_FRIEDHOEFE_41;2868;Neuer Friedhof Bergedorf;August-Bebel-Straße;August-Bebel-Straße;70;Friedhöfe;Bergedorf;Bergedorf;690;0;01.10.25;48,6901;;FHH;Stadtgrün;POLYGON ((10.248687 53.480091,10.247579 53.480361,10.246647 53.480587,10.244700 53.481063,10.244649 53.481153,10.245073 53.481853,10.249531 53.482786,10.250959 53.482037,10.251888 53.481559,10.251914 53.481497,10.251960 53.481487,10.250923 53.479735,10.250956 53.479690,10.252538 53.479899,10.253068 53.479954,10.255625 53.480174,10.255591 53.480380,10.256046 53.481150,10.255912 53.481180,10.255264 53.481227,10.253913 53.481322,10.252085 53.481465,10.252094 53.481536,10.252096 53.481610,10.254568 53.483712,10.260094 53.483446,10.262482 53.483344,10.263373 53.483143,10.260894 53.478754,10.260763 53.478766,10.260244 53.477751,10.259379 53.477362,10.259016 53.477369,10.258037 53.477624,10.257134 53.477869,10.256386 53.478226,10.255440 53.478331,10.254871 53.478074,10.254797 53.477769,10.254377 53.477582,10.252944 53.477595,10.252776 53.477521,10.252037 53.478218,10.251634 53.478353,10.251603 53.478406,10.250986 53.478287,10.250978 53.478292,10.250932 53.478384,10.250964 53.478396,10.250951 53.478454,10.250890 53.478506,10.250774 53.478559,10.250624 53.478643,10.250468 53.478978,10.250419 53.478972,10.250367 53.479093,10.250029 53.479038,10.248687 53.480091));EPSG:4326
DE.HH.UP_FRIEDHOEFE_42;2201;Friedhof Eidelstedt;Eidelstedter Dorfstraße;Eidelstedter Dorfstraße;71;Friedhöfe;Eimsbüttel;Eidelstedt;320;0;01.10.25;3,6747;;Privat;Privat (Kirche);POLYGON ((9.911159 53.610320,9.911242 53.610318,9.911242 53.610320,9.911416 53.610315,9.911573 53.610311,9.911660 53.610308,9.911849 53.610303,9.911848 53.610258,9.911240 53.610275,9.911233 53.610111,9.911225 53.609913,9.911218 53.609742,9.911082 53.609739,9.911082 53.609739,9.911080 53.609739,9.911070 53.609565,9.911061 53.609393,9.911051 53.609224,9.911042 53.609063,9.911620 53.609077,9.911758 53.609080,9.911747 53.609035,9.911776 53.609036,9.911823 53.609037,9.911733 53.608674,9.911648 53.608418,9.911633 53.608386,9.911500 53.608051,9.910239 53.608093,9.910161 53.608096,9.910161 53.608096,9.910123 53.607730,9.909247 53.607737,9.909241 53.607737,9.909091 53.607737,9.909081 53.608051,9.909081 53.608061,9.909079 53.608061,9.908657 53.608058,9.908580 53.608058,9.908580 53.608064,9.908567 53.608399,9.908567 53.608399,9.908516 53.608400,9.908226 53.608402,9.908287 53.608587,9.908286 53.608642,9.908280 53.608814,9.908531 53.608840,9.909728 53.608950,9.909737 53.608951,9.909737 53.608951,9.909685 53.609417,9.909726 53.609673,9.909782 53.610030,9.910022 53.610084,9.910306 53.610148,9.910587 53.610211,9.910870 53.610274,9.911152 53.610338,9.911159 53.610320));EPSG:4326
